,Id,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,age_group,duration_status,Month,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
1419,1420,0,1,0,0,0,0,0,2,0,14,2,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0
1421,1422,0,3,0,2,0,0,0,7,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0
1422,1423,2,1,0,0,1,0,1,1,0,0,0,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0
1423,1424,1,3,0,0,1,0,1,1,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0
1425,1426,0,2,0,0,0,0,0,2,0,2,2,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0
1427,1428,1,2,0,0,1,0,1,2,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0
1428,1429,1,3,0,3,1,0,1,1,2,2,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,0
1429,1430,0,3,0,0,0,0,1,4,0,0,0,0,3,0,8,0,0,0,0,1,0,0,0,0,0,0
1430,1431,1,3,0,1,1,0,1,4,0,0,0,0,2,0,11,0,0,0,0,0,0,0,1,0,0,0
1431,1432,2,3,0,1,0,0,1,5,0,0,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
1433,1434,1,3,0,0,0,0,1,8,1,4,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
1435,1436,1,1,0,1,0,0,1,1,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0
1437,1438,1,1,0,0,1,0,1,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1438,1439,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
1439,1440,1,1,0,0,0,0,1,1,0,0,0,0,4,0,10,0,0,0,0,0,1,0,0,0,0,0
1440,1441,1,3,0,0,0,0,1,1,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0
1441,1442,1,1,0,0,0,0,1,1,0,0,0,1,3,0,4,0,0,1,0,0,0,0,0,0,0,0
1442,1443,2,1,0,0,1,0,1,2,0,0,0,1,3,1,7,0,0,0,0,0,1,0,0,0,0,0
1443,1444,1,1,0,0,1,0,1,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1444,1445,0,1,0,0,0,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1445,1446,1,3,0,1,1,0,1,5,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0
1446,1447,0,1,0,0,1,0,1,2,0,5,1,1,2,1,12,1,0,0,0,0,0,0,0,0,0,0
1447,1448,1,3,0,0,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
1448,1449,0,2,0,0,1,0,1,1,1,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
1449,1450,0,3,0,0,1,0,1,5,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
1453,1454,0,3,0,0,0,0,1,2,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0
1454,1455,0,3,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1455,1456,1,3,0,0,0,0,1,3,0,0,0,1,2,1,8,0,0,0,0,1,0,0,0,0,0,0
1457,1458,2,1,0,0,1,0,1,2,1,23,2,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1459,1460,1,2,0,0,0,0,1,1,0,3,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0
1460,1461,1,3,0,1,0,0,1,1,0,0,0,1,4,0,4,0,0,0,0,0,1,0,0,0,0,0
1461,1462,1,2,0,3,1,0,1,2,0,4,1,1,2,1,11,0,0,0,0,1,0,0,0,0,0,0
1463,1464,0,1,0,0,1,0,1,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0
1464,1465,2,3,0,1,0,0,1,2,0,0,0,1,3,0,6,0,0,0,0,1,0,0,0,0,0,0
1465,1466,1,2,0,0,0,0,0,2,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0
1466,1467,1,2,0,0,0,0,1,2,1,2,1,1,4,1,9,0,0,0,0,0,1,0,0,0,0,0
1469,1470,1,1,0,0,0,0,1,1,0,0,0,0,3,1,5,0,1,0,0,0,0,0,0,0,0,0
1471,1472,1,2,0,0,1,1,1,4,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0
1473,1474,0,1,0,0,0,0,1,5,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0
1474,1475,1,1,0,0,1,0,1,15,0,0,0,1,0,1,6,0,0,0,0,0,0,1,0,0,0,0
1475,1476,0,1,0,0,1,0,1,2,0,0,0,1,2,1,6,0,1,0,0,0,0,0,0,0,0,0
1476,1477,1,1,0,1,0,0,0,1,0,2,1,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0
1477,1478,1,1,0,0,1,0,1,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0
1479,1480,1,2,0,0,1,0,1,6,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1480,1481,1,1,0,0,1,0,1,2,0,0,0,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0
1481,1482,1,1,0,0,1,0,1,5,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0
1482,1483,1,1,0,0,1,0,1,3,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1483,1484,0,3,0,0,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
1484,1485,0,1,0,0,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1487,1488,1,2,0,0,1,1,1,2,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1488,1489,0,1,0,0,1,0,1,3,1,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0
1492,1493,1,1,0,0,1,0,1,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1493,1494,0,1,0,0,1,0,1,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0
1494,1495,1,2,0,0,0,0,1,4,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1495,1496,0,2,0,0,0,0,1,2,0,7,1,1,1,0,10,0,0,0,0,0,0,0,0,0,1,0
1497,1498,1,1,0,1,1,0,1,2,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1498,1499,2,1,0,1,0,0,1,1,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0
1499,1500,0,1,0,0,0,1,1,2,1,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
1501,1502,0,1,0,2,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0
1502,1503,1,2,0,0,1,0,1,2,2,3,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
1503,1504,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1505,1506,2,1,0,0,0,0,1,1,0,0,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,1
1506,1507,1,2,0,0,0,0,0,4,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,0,0
1507,1508,0,3,0,0,0,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0
1508,1509,0,3,0,0,0,0,1,1,1,4,1,1,0,1,7,0,0,0,0,0,0,0,0,1,0,0
1510,1511,0,1,0,0,1,0,0,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1511,1512,1,1,0,0,1,0,1,1,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1512,1513,1,1,0,0,1,0,0,3,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0
1514,1515,2,2,0,0,1,0,1,5,0,0,0,0,2,1,5,0,0,0,1,0,0,0,0,0,0,0
1515,1516,0,1,0,0,0,0,1,1,0,3,1,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0
1518,1519,1,1,0,0,1,1,1,2,1,5,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
1519,1520,1,2,0,1,0,0,1,2,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0
1520,1521,1,1,0,0,0,0,1,1,0,1,1,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0
1521,1522,2,2,0,0,0,0,1,1,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0
1523,1524,2,1,0,0,1,0,1,1,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1524,1525,1,3,0,0,0,0,1,2,0,0,0,1,4,0,8,0,0,0,0,0,1,0,0,0,0,0
1527,1528,2,1,0,3,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1528,1529,2,3,0,1,1,0,1,2,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0
1529,1530,1,1,0,2,1,0,1,2,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0
1530,1531,0,3,0,0,1,0,1,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0
1531,1532,0,3,0,0,0,0,1,1,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1532,1533,1,1,0,0,1,0,1,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0
1534,1535,1,1,0,1,1,0,1,2,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
1535,1536,1,1,0,0,0,0,1,1,0,0,0,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0
1537,1538,0,3,0,1,0,0,1,1,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0
1538,1539,1,1,0,0,0,0,1,1,2,1,1,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0
1540,1541,1,1,0,0,0,0,1,4,0,0,0,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0
1541,1542,1,2,0,2,0,0,1,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0
1545,1546,1,2,0,2,0,0,1,4,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0
1547,1548,2,3,0,0,1,0,1,1,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0
1548,1549,2,1,0,0,0,0,1,3,0,0,0,0,3,0,7,0,0,1,0,0,0,0,0,0,0,0
1551,1552,2,1,0,1,1,0,1,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1552,1553,1,3,0,1,0,0,1,3,1,7,2,1,1,0,7,0,0,0,0,0,0,1,0,0,0,0
1553,1554,1,1,0,0,0,0,1,1,1,1,0,1,1,1,9,0,0,1,0,0,0,0,0,0,0,0
1557,1558,1,1,0,0,1,0,1,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0
1558,1559,1,1,0,0,1,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1561,1562,0,1,0,1,0,0,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1563,1564,2,3,0,1,0,0,1,1,0,3,1,1,2,0,9,0,0,0,0,1,0,0,0,0,0,0
1564,1565,1,1,0,0,1,0,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
1565,1566,1,3,0,0,0,0,1,1,0,1,2,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1566,1567,0,3,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
1568,1569,1,1,0,0,0,1,1,3,0,0,0,1,2,1,7,0,0,0,0,0,0,0,0,0,1,0
1569,1570,1,1,0,0,0,0,1,1,1,1,1,1,4,1,8,0,0,0,0,0,1,0,0,0,0,0
1570,1571,1,1,0,0,1,0,1,3,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1571,1572,2,1,0,0,0,0,1,5,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1573,1574,1,1,0,2,1,0,1,4,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0
1574,1575,1,1,0,0,0,0,1,3,0,0,0,1,2,0,8,0,0,0,0,1,0,0,0,0,0,0
1577,1578,1,1,0,0,1,0,1,2,0,0,0,0,2,1,7,0,1,0,0,0,0,0,0,0,0,0
1578,1579,1,1,0,0,0,1,1,3,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1579,1580,1,1,0,2,0,0,1,3,1,2,0,0,2,0,12,0,0,0,1,0,0,0,0,0,0,0
1582,1583,2,1,0,1,0,0,1,1,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,1
1583,1584,1,3,0,0,1,0,1,1,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0
1586,1587,1,1,0,0,1,0,1,1,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0
1587,1588,1,1,0,0,0,0,0,4,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0
1588,1589,1,1,0,0,0,0,1,7,0,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,1,0
1590,1591,0,3,0,0,0,0,1,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0
1591,1592,1,1,0,1,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
1593,1594,1,3,0,0,0,0,1,1,0,5,1,1,1,1,10,0,0,0,0,1,0,0,0,0,0,0
1594,1595,0,1,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0
1596,1597,0,1,0,1,0,0,1,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
1600,1601,2,1,0,0,0,0,1,3,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0
1603,1604,1,1,0,0,1,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1604,1605,0,2,0,2,1,0,1,2,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
1605,1606,2,2,0,0,1,0,1,2,0,0,0,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0
1608,1609,0,1,0,2,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
1609,1610,1,1,0,1,1,0,1,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1611,1612,1,3,0,2,1,0,1,2,0,3,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0
1612,1613,0,1,0,0,1,0,1,1,0,0,0,1,0,1,7,0,1,0,0,0,0,0,0,0,0,0
1613,1614,2,3,0,0,0,0,1,9,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0
1614,1615,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1615,1616,1,1,0,0,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1616,1617,0,1,0,0,1,1,1,1,2,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1617,1618,0,1,0,1,0,0,1,1,1,2,1,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0
1618,1619,1,3,0,0,0,0,1,4,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
1619,1620,1,2,0,2,1,0,1,3,0,0,0,1,3,1,8,0,0,0,0,0,1,0,0,0,0,0
1621,1622,1,1,0,0,1,0,1,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1623,1624,1,1,0,0,1,0,1,1,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,1,0
1624,1625,2,3,0,0,0,1,1,1,0,0,0,0,2,0,11,0,0,1,0,0,0,0,0,0,0,0
1627,1628,0,3,0,0,1,1,1,2,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0
1628,1629,0,1,0,0,1,1,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1631,1632,1,1,0,0,1,0,0,13,0,0,0,1,3,1,7,1,0,0,0,0,0,0,0,0,0,0
1632,1633,0,3,0,0,0,0,1,3,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0
1633,1634,0,3,0,1,1,0,1,2,2,1,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
1634,1635,0,3,0,0,1,0,1,1,0,1,1,1,2,1,6,1,0,0,0,0,0,0,0,0,0,0
1635,1636,1,1,0,0,0,0,0,6,0,0,0,0,3,1,8,1,0,0,0,0,0,0,0,0,0,0
1636,1637,1,1,0,1,0,0,1,1,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,0,0
1639,1640,0,3,0,0,1,0,1,1,0,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0
1640,1641,0,1,0,0,1,0,1,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0
1642,1643,1,1,0,0,1,0,1,29,0,0,0,1,2,1,7,0,0,0,1,0,0,0,0,0,0,0
1643,1644,2,3,0,2,1,0,1,2,0,0,0,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0
1645,1646,1,1,0,0,0,0,1,2,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,1,0
1646,1647,1,1,0,2,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
1647,1648,0,1,0,3,1,0,1,3,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1649,1650,1,3,0,0,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1650,1651,0,1,0,0,0,0,1,3,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1651,1652,2,1,0,0,0,0,1,1,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1653,1654,1,1,0,0,1,0,1,7,1,9,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
1654,1655,1,1,0,0,0,0,1,3,0,0,0,0,2,1,8,0,1,0,0,0,0,0,0,0,0,0
1655,1656,1,1,0,1,1,0,0,17,0,0,0,1,2,1,7,0,1,0,0,0,0,0,0,0,0,0
1656,1657,1,1,0,0,0,1,1,2,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0
1657,1658,0,1,0,0,1,0,1,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
1659,1660,0,3,0,0,1,0,1,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0
1661,1662,0,3,0,1,0,0,1,1,2,1,2,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1662,1663,1,1,0,0,1,0,1,3,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
1667,1668,1,3,0,0,1,0,1,3,0,0,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
1668,1669,1,3,0,0,0,0,1,1,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0
1669,1670,1,1,0,0,0,0,1,4,0,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,1,0
1670,1671,1,2,0,0,0,0,1,2,1,1,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0
1672,1673,2,3,0,0,1,0,1,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
1673,1674,1,1,0,1,1,0,1,1,0,0,0,1,3,0,4,0,1,0,0,0,0,0,0,0,0,0
1674,1675,1,2,0,0,1,0,1,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
1675,1676,1,3,0,0,1,0,1,4,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0
1676,1677,0,1,0,0,0,0,1,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0
1679,1680,1,3,0,0,1,0,1,1,0,0,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0
1681,1682,1,3,0,0,1,0,1,1,0,1,2,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0
1682,1683,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
1685,1686,1,1,0,0,0,0,1,2,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1686,1687,1,2,0,0,1,0,1,1,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0
1688,1689,0,1,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1689,1690,0,3,0,1,0,0,1,5,2,2,1,1,2,0,6,0,0,0,0,0,0,0,0,0,1,0
1691,1692,1,3,0,0,0,0,1,3,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0
1695,1696,0,3,0,0,0,0,1,1,2,1,2,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0
1696,1697,1,3,0,1,0,0,1,2,1,4,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0
1697,1698,0,1,0,1,1,0,1,1,0,0,0,1,1,1,11,0,0,0,0,0,0,0,0,0,1,0
1698,1699,1,1,0,0,1,0,1,2,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0
1699,1700,1,3,0,2,0,0,1,3,3,1,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0
1700,1701,1,3,0,0,0,0,1,2,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1701,1702,0,2,0,0,1,1,0,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1702,1703,1,3,0,0,0,0,1,1,0,0,0,0,1,1,12,0,0,0,0,1,0,0,0,0,0,0
1705,1706,0,1,0,0,1,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1706,1707,1,1,0,1,0,0,1,1,0,0,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,0
1707,1708,1,1,0,1,1,0,1,2,1,5,1,1,4,1,4,0,0,0,0,1,0,0,0,0,0,0
1708,1709,0,1,0,0,0,0,1,1,0,0,0,1,2,1,6,1,0,0,0,0,0,0,0,0,0,0
1709,1710,0,1,0,0,0,0,1,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
1710,1711,0,1,0,0,0,0,1,1,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0
1711,1712,1,1,0,0,1,0,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0
1712,1713,1,1,0,2,0,0,1,2,0,2,2,1,2,0,10,0,0,0,0,0,0,0,0,0,1,0
1713,1714,0,1,0,3,1,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1714,1715,1,2,0,0,0,0,1,3,0,5,2,1,1,1,9,0,1,0,0,0,0,0,0,0,0,0
1715,1716,2,1,0,0,1,0,1,1,0,0,0,1,2,0,10,0,0,0,0,0,0,0,0,0,1,0
1716,1717,1,3,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0
1717,1718,1,1,0,0,1,0,1,4,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0
1719,1720,0,1,0,1,1,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1720,1721,0,1,0,0,1,0,1,2,2,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1721,1722,1,3,0,2,0,0,1,1,1,2,1,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0
1722,1723,1,1,0,0,1,0,1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
1724,1725,2,3,0,2,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1725,1726,1,2,0,0,1,0,0,5,1,13,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
1726,1727,1,1,0,0,1,0,1,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0
1727,1728,0,3,0,1,1,0,1,3,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1728,1729,2,1,0,0,0,0,1,2,0,0,0,1,2,1,6,0,0,0,0,0,0,0,1,0,0,0
1730,1731,1,3,0,0,0,0,1,1,0,0,0,1,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1732,1733,1,1,0,1,0,0,1,1,0,1,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0
1733,1734,2,1,0,0,0,1,1,1,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0
1734,1735,1,3,0,2,0,0,1,3,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0
1735,1736,0,1,0,0,1,1,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1737,1738,2,2,0,1,1,0,1,2,0,0,0,1,3,1,5,0,1,0,0,0,0,0,0,0,0,0
1738,1739,0,1,0,0,0,1,1,7,0,0,0,1,0,1,7,0,1,0,0,0,0,0,0,0,0,0
1739,1740,2,2,0,0,1,0,1,2,0,0,0,1,2,1,7,0,1,0,0,0,0,0,0,0,0,0
1740,1741,2,3,0,0,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
1743,1744,1,1,0,2,0,0,1,3,1,3,0,0,4,0,10,0,0,0,0,0,1,0,0,0,0,0
1744,1745,1,1,0,0,0,0,1,3,0,6,1,1,2,1,10,0,0,0,0,0,0,0,0,0,0,1
1745,1746,0,1,0,0,0,0,1,1,0,6,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
1746,1747,1,3,0,0,1,0,1,1,0,0,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0
1747,1748,1,1,0,0,1,0,1,3,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0
1750,1751,1,1,0,0,0,0,1,1,1,3,1,1,3,1,8,0,0,0,0,0,0,0,0,0,0,1
1752,1753,0,1,0,0,0,0,1,1,0,0,0,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0
1753,1754,0,1,0,0,1,0,1,3,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1754,1755,1,1,0,1,1,0,1,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1755,1756,0,1,0,2,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1756,1757,1,1,0,0,1,0,1,3,2,1,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0
1757,1758,2,1,0,0,1,0,1,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1758,1759,2,1,0,1,1,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
1760,1761,0,1,0,2,1,0,1,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
1761,1762,1,3,0,0,1,0,1,1,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0
1762,1763,1,2,0,0,1,0,1,1,2,5,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1763,1764,1,3,0,0,0,0,1,1,1,3,1,1,3,1,10,0,0,0,0,1,0,0,0,0,0,0
1764,1765,0,1,0,0,0,0,1,1,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,1
